"feature"	"metadata"	"effect_size"	"pval"	"qval"	"associations"
"bac16SV4_L100_Nextseq_00111"	"read_depth"	0.0025610858438142	0.726852162285451	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00115"	"day"	0.00235263570270042	0.762680716397483	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00115"	"read_depth"	-0.00111491566051466	0.714709361924454	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00117"	"day"	-2.22471191400262	0	0	"abundance"
"bac16SV4_L100_Nextseq_00117"	"read_depth"	-0.416786857162648	0.121944852083928	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00118"	"day"	0.515205623664679	0.0110805305480502	0.250103403798848	"abundance"
"bac16SV4_L100_Nextseq_00118"	"read_depth"	0.186587704093689	0.386638992998528	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00119"	"day"	0.000125275121298769	0.764590627981827	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00119"	"read_depth"	-0.0334898687104707	0.695762973595332	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00121"	"day"	0.19038669446734	0.300996785555696	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00121"	"read_depth"	0.0876575551740775	0.603317753690902	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00124"	"day"	0.123651238665823	0.47851040203446	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00124"	"read_depth"	-0.033390711328588	0.687644578932713	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00126"	"day"	-0.0414678424774714	0.669164438143566	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00126"	"read_depth"	0.0625512809534638	0.632735428932792	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00127"	"day"	0.158613775731124	0.38624789109117	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00127"	"read_depth"	0.080876243089396	0.604263946160636	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00128"	"day"	0.0792628302275157	0.576549686141701	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00128"	"read_depth"	0.10680926088616	0.541064412927288	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00129"	"day"	0.24634181135109	0.199005763591018	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00129"	"read_depth"	0.0368514617778173	0.711544482492238	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00134"	"day"	0.120413897693823	0.464753091006627	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00134"	"read_depth"	-0.0513146504914622	0.642414668786787	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00139"	"day"	0.191279396315867	0.2949546592235	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00139"	"read_depth"	0.0452570124482862	0.677715763960367	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00140"	"day"	0.0845675937300381	0.555686150550378	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00140"	"read_depth"	0.0268862759077057	0.701862913435468	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00142"	"day"	0.0321782720443085	0.708796796652469	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00142"	"read_depth"	0.116076644844615	0.527543418042073	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00149"	"day"	0.106347772448013	0.512206914385035	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00149"	"read_depth"	0.0432266437138323	0.68203254019043	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00150"	"day"	0.0609436874511694	0.629332798901431	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00150"	"read_depth"	0.0368288659372263	0.703802039326422	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00151"	"day"	0.0657762807314826	0.591656454762204	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00151"	"read_depth"	6.59243686942652e-06	0.757700562531798	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00152"	"day"	0.0634062368625357	0.620549007758644	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00152"	"read_depth"	0.0366396609100199	0.702575939355842	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00154"	"day"	0.112783299482864	0.495294483661112	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00154"	"read_depth"	0.0884981333710165	0.574519631046744	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00165"	"day"	-0.0262536135253475	0.728910581261632	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00165"	"read_depth"	0.123624437833442	0.529439039825015	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00166"	"day"	0.073897582799461	0.571326942304481	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00166"	"read_depth"	0.0177854885648878	0.710471237875326	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00168"	"day"	0.0461770876461678	0.647921389975424	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00168"	"read_depth"	0.0178029604925693	0.716653288150572	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00170"	"day"	0.101219737192095	0.520166875641657	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00170"	"read_depth"	0.0157736133325854	0.727810696255232	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00171"	"day"	0.15506672847151	0.38301567936816	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00171"	"read_depth"	0.0110566290852876	0.73310402602947	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00176"	"day"	0.0544136433051436	0.631396928113134	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00176"	"read_depth"	-0.0245026862243581	0.725647430244267	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00179"	"day"	0.140696350488902	0.423879556008958	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00179"	"read_depth"	-0.0775834048112692	0.610217377696504	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00182"	"day"	0.0995143437389328	0.52540883103167	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00182"	"read_depth"	0.0982175029184937	0.556852394597857	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00183"	"day"	0.111047297008882	0.49331975462767	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00183"	"read_depth"	0.104258181034745	0.55332951181473	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00184"	"day"	0.0270531611040213	0.69076326055993	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00184"	"read_depth"	0.0336988642104314	0.666724579385881	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00189"	"day"	0.0138537305611511	0.733536714848733	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00189"	"read_depth"	0.0694132549832306	0.62283585198676	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00192"	"day"	0.182774532092333	0.3105485983444	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00192"	"read_depth"	0.0404388043208417	0.67676120321773	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00194"	"day"	0.0475835116177964	0.648865048336108	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00194"	"read_depth"	-0.00839099218051755	0.70503827775167	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00198"	"day"	-0.000208162250987049	0.767607579717833	0.775003407313558	"abundance"
"bac16SV4_L100_Nextseq_00198"	"read_depth"	-0.0584745744025357	0.629633544424937	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00201"	"day"	0.0120355661100267	0.724169683913354	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00201"	"read_depth"	-0.0364822723100436	0.674462862331237	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00202"	"day"	0.150962007693846	0.403682561707236	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00202"	"read_depth"	-0.0261914645390186	0.720031859156531	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00204"	"day"	0.258650552629803	0.172061174306636	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00204"	"read_depth"	-0.0157447625165436	0.723765053133867	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00207"	"day"	0.372021751563452	0.0703351558936588	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00207"	"read_depth"	0.109602437710876	0.550959201439948	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00208"	"day"	0.325695146140412	0.0959570150219785	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00208"	"read_depth"	0.0110742211434457	0.739029125332586	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00210"	"day"	0.00700960744984948	0.745915379577474	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00210"	"read_depth"	-0.00630330327708943	0.716430346035335	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00216"	"day"	0.0354888047677909	0.692940938779826	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00216"	"read_depth"	-0.00443043912630519	0.756372581018639	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00224"	"day"	0.157345627470722	0.378194235217431	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00224"	"read_depth"	0.00453342174699228	0.75679098254384	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00225"	"day"	0.0575330766732655	0.628493374192747	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00225"	"read_depth"	0.0838829277203384	0.589523481706404	0.774393071930312	"abundance"
